283,95	92,5
284,05	92,6
284,25	92,6
284,35	92,6
284,45	92,7
284,55	92,7
284,65	92,7
285,15	92,9
285,65	93
286,15	93,2
286,65	93,4
287,15	93,6
287,65	93,7
288,15	93,9
288,65	94,1
289,15	94,3
289,65	94,5
290,15	94,7
290,65	94,9
291,15	95
291,65	95,2
292,15	95,4
292,65	95,6
293,15	95,8
293,65	96
294,15	0
294,65	96,4
295,15	96,6
295,65	96,7
296,15	96,9
296,65	97,1
297,15	97,3
297,65	97,5
298,15	97,7
298,65	97,8
299,15	98,1
299,65	98,3
300,15	98,5
300,65	98,7
301,15	98,8
301,65	99
302,15	99,4
302,65	99,5
303,15	99,6
303,65	99,9
304,15	100
304,65	100,3
305,15	100,4
305,65	100,6
306,15	100,9
306,65	101
307,15	101,3
307,65	101,5
308,15	0
308,65	101,8
309,15	102
309,65	102,3
310,15	102,4
310,65	0
311,15	102,8
311,65	102,9
312,15	103,1
312,65	103,5
313,15	103,6
313,65	103,7
314,15	103,9
314,65	104,1
315,15	104,3
315,65	104,5
316,65	104,7
316,65	0
317,15	105
317,65	105,3
318,15	105,4
318,65	105,7
319,15	105,9
319,65	106,7
320,15	106,2
320,65	106,6
321,15	106,7
321,65	106,9
322,15	107,2
322,65	107,3
323,15	107,4
323,65	107,7
324,15	107,8
324,65	108
325,15	108,3
325,65	108,4
326,15	108,6
326,65	108,7
327,15	109
327,65	109,1
328,15	109,3
328,65	109,5
329,15	109,7
329,65	109,8
330,15	110
330,65	110,2
331,15	110,4
331,65	0
332,15	110,8
332,65	110,9
333,15	111,2
333,65	0
334,15	111,5
334,65	111,7
335,15	111,9
335,65	112,1
336,15	112,3
336,65	112,5
337,15	112,7
337,65	112,9
338,15	113,1
338,65	113,2
339,15	113,4
339,65	113,7
340,15	113,9
340,65	114,1
341,15	114,3
341,65	114,4
342,15	114,7
342,65	114,9
343,15	115,1
343,65	115,3
344,15	115,5
344,65	115,6
345,15	115,9
345,65	116
346,15	116,2
346,65	116,6
347,15	116,6
347,65	116,9
348,15	117,1
348,65	117,3
349,15	117,5
349,65	117,7
350,15	117,9
350,65	0
351,15	118,3
351,65	118,5
352,15	118,7
352,65	118,9
353,15	119,3
353,65	0
354,15	119,5
354,65	0
355,15	119,9
355,65	120
356,15	120,3
356,65	120,5
357,15	120,7
357,65	121
358,15	121,2
358,65	121,3
359,15	121,6
359,65	121,8
360,15	122
360,65	122,2
361,15	122,4
361,65	122,6
362,15	122,8
